"","InvoiceID","Date","Time","Name","Gender","Age","Type","Branch","ProductLine","UnitPrice","Quantity","COGS","CustomerRating"
"157","CAR-FBV-046","2/16/2021","21:52:14","Abel Walsh","Male",79,"Member","Carbon Creek","Food and beverages",24.82,7,165.63,7.1
"158","CAR-FBV-047","3/19/2021","19:15:44","Sabrina Green","Female",27,"Member","Carbon Creek","Food and beverages",83.34,2,157.28,7.6
"159","CAR-FBV-048","2/5/2021","18:17:52","Colin Hanson","Male",82,"Member","Carbon Creek","Food and beverages",87.9,1,83.34,6.7
"160","CAR-FBV-049","2/9/2021","14:17:04","Roland Shepherd","Male",50,"Member","Carbon Creek","Food and beverages",35.04,9,299.51,4.6
"161","CAR-FBV-050","1/28/2021","16:18:36","Jaime Hathaway","Male",43,"Normal","Carbon Creek","Food and beverages",11.53,7,77.68,8.1
"162","CAR-FBV-051","3/27/2021","11:55:45","June Grant","Female",51,"Member","Carbon Creek","Food and beverages",79.54,2,153.31,6.2
"163","CAR-FBV-052","2/25/2021","8:40:53","Audrey Shah","Female",79,"Member","Carbon Creek","Food and beverages",99.6,3,288.24,5.8
"164","CAR-FBV-053","2/27/2021","8:12:36","Maxine Roach","Female",18,"Normal","Carbon Creek","Food and beverages",74.44,10,729.03,5.1
"165","CAR-FBV-054","3/2/2021","18:10:24","Pablo McMillan","Male",81,"Normal","Carbon Creek","Food and beverages",66.52,NA,256.98,6.9
"166","CAR-FBV-055","2/19/2021","19:37:56","Tami Morse","Female",41,"Member","Carbon Creek","Food and beverages",98.66,9,852.84,8.4
"167","CAR-FBV-056","3/4/2021","21:20:58","Nell Morris","Female",49,"Normal","Carbon Creek","Food and beverages",74.66,4,289.23,8.5
"168","CAR-FBV-057","3/22/2021","8:13:56","Victoria Kline","Female",80,"Normal","Carbon Creek","Food and beverages",56.56,5,270.72,4.5
"169","CAR-FBV-058","2/9/2021","18:00:14","Aaron Hammond","Male",65,"Member","Carbon Creek","Food and beverages",31.84,1,30.39,7.7
"170","CAR-HBE-001","1/5/2021","10:38:31","Bernadette Villarreal","Female",23,"Member","Carbon Creek","Health and beauty",74.69,7,500.24,9.1
"171","CAR-HBE-002","1/27/2021","14:16:29","Deb Hodge","Male",45,"Member","Carbon Creek","Health and beauty",58.22,8,430.98,8.4
"172","CAR-HBE-003","1/10/2021","17:15:16","Christie Clark","Female",55,"Member","Carbon Creek","Health and beauty",36.26,2,69.8,7.2
"173","CAR-HBE-004","3/29/2021","13:00:55","Juana Wilkerson","Female",85,"Normal","Carbon Creek","Health and beauty",71.38,10,675.18,5.7
"174","CAR-HBE-005","3/11/2021","21:17:26","Eva Gutierrez","Female",22,"Member","Carbon Creek","Health and beauty",68.93,7,463.19,4.6
"175","CAR-HBE-006","3/15/2021","20:21:46","Erik Ball","Male",81,"Normal","Carbon Creek","Health and beauty",24.89,9,217.1,7.4
"176","CAR-HBE-007","3/15/2021","11:18:33","Fernando Gregory","Male",40,"Normal","Carbon Creek","Health and beauty",96.58,2,188.31,5.1
"177","CAR-HBE-008","2/7/2021","16:11:19","Ernest Barber","Male",21,"Normal","Carbon Creek","Health and beauty",89.6,8,677.16,6.6
"178","CAR-HBE-009","3/13/2021","13:50:49","Dominic Byrd","Male",20,"Member","Carbon Creek","Health and beauty",15.87,10,155.48,5.8
"179","CAR-HBE-010","2/2/2021","19:05:06","Denni Farmer","Female",39,"Member","Carbon Creek","Health and beauty",18.33,1,17.31,4.3
"180","CAR-HBE-011","3/27/2021","16:03:09","Myron Raymond","Male",90,"Normal","Carbon Creek","Health and beauty",32.46,8,251.97,4.9
"181","CAR-HBE-012","1/3/2021","18:41:59","Ivan Lane","Male",44,"Normal","Carbon Creek","Health and beauty",70.01,5,331.46,5.5
"182","CAR-HBE-013","1/3/2021","17:57:02","Adriana Bright","Female",33,"Normal","Carbon Creek","Health and beauty",23.03,9,198.64,7.9
"183","CAR-HBE-014","3/9/2021","18:53:11","Garrett Compton","Male",26,"Member","Carbon Creek","Health and beauty",51.94,10,508.64,6.5
"184","CAR-HBE-015","3/11/2021","18:34:19","Alfred Fry","Male",31,"Normal","Carbon Creek","Health and beauty",59.77,2,115.72,5.8
"185","CAR-HBE-016","3/4/2021","16:29:35","Micheal Hunter","Male",69,"Member","Carbon Creek","Health and beauty",99.83,6,578.22,8.5
"186","CAR-HBE-017","3/12/2021","21:30:44","Robyn Cahill","Female",64,"Member","Carbon Creek","Health and beauty",47.67,4,186.9,9.1
"187","CAR-HBE-018","3/7/2021","11:40:53","Lena Gilbert","Female",47,"Member","Carbon Creek","Health and beauty",15.55,9,136.01,5
"188","CAR-HBE-019","2/15/2021","20:18:35","Peter Harrington","Male",43,"Normal","Carbon Creek","Health and beauty",15.26,6,87.56,9.8
"189","CAR-HBE-020","2/20/2021","13:14:15","Jo Anderson","Female",47,"Normal","Carbon Creek","Health and beauty",32.32,10,306.21,10
"190","CAR-HBE-021","3/6/2021","13:30:25","Genevieve Dillon","Female",42,"Normal","Carbon Creek","Health and beauty",79.74,1,76.28,7.3
"191","CAR-HBE-022","1/24/2021","12:53:14","Andrea Ritter","Female",59,"Normal","Carbon Creek","Health and beauty",77.5,5,366.66,4.3
"192","CAR-HBE-023","1/4/2021","8:18:45","Taylor Clayton","Male",82,"Member","Carbon Creek","Health and beauty",20.97,5,100.33,7.8
"193","CAR-HBE-024","1/21/2021","11:11:14","Gustavo Parish","Male",85,"Member","Carbon Creek","Health and beauty",53.17,7,356.76,8.9
"194","CAR-HBE-025","3/3/2021","13:01:45","Chester Cole","Male",58,"Normal","Carbon Creek","Health and beauty",25,1,NA,5.5
